"","code","src_actor","month","tgt_agent","country_code","year","admin_info","source","event_id","date8","src_agent","tgt_actor","latitude","src_other_agent","quad_class","source_text","root_code","tgt_other_agent","day","target","url","geoname","longitude","goldstein"
"75","100","USA","01","","Illinois","2016","USA","USAGOV","1887719_v0.2.0","20160124","GOV","PAK","39.03171","","3","pakistan_dailymessanger;wn_world;dawn_pk;wn_world;india_deccanher_news;wn_asia
","10","","24","PAK","http://dailymessenger.com.pk/2016/01/24/obama-says-pakistan-can-and-must-do-more-against-terrorism/;http://article.wn.com/view/2016/01/24/Obama_says_Pakistan_can_and_must_do_more_against_terrorism/;http://feedproxy.google.com/~r/dawn-news/~3/JI3cAYZs4PU/obama-says-pakistan-can-and-must-do-more-against-terrorism;http://article.wn.com/view/2016/01/24/Obama_urges_serious_action_against_Pakistan_extremists/;http://www.deccanherald.com/content/525004/pak-must-break-terror-networks.html;http://article.wn.com/view/2016/01/24/Obama_Pakistan_Must_do_More_Against_Terror_Groups/","New Delhi","-90.26122","-5.0"
"76","010","USA","01","","","2016","PAK","USAGOV","1888057_v0.2.0","20160124","GOV","PAK","30.0","","0","pakistan_dailymessanger;hindu_int;wn_world;wn_asia;voa_asia;dawn_pk;wn_world;india_deccanher_news;wn_world;wn_asia;wn_world;india_telegraph_nation
","01","","24","PAK","http://dailymessenger.com.pk/2016/01/24/obama-says-pakistan-can-and-must-do-more-against-terrorism/;http://www.thehindu.com/news/international/us-president-barack-obama-interview-with-pti-at-washington/article8147928.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication;http://article.wn.com/view/2016/01/24/Obama_says_Pakistan_can_and_must_do_more_against_terrorism/;http://article.wn.com/view/2016/01/24/China_s_Threat_to_America_Grows_Daily/;http://www.voanews.com/content/obama-pakistan-must-do-more-against-terror-groups/3160388.html;http://feedproxy.google.com/~r/dawn-news/~3/JI3cAYZs4PU/obama-says-pakistan-can-and-must-do-more-against-terrorism;http://article.wn.com/view/2016/01/24/Obama_urges_serious_action_against_Pakistan_extremists/;http://www.deccanherald.com/content/524878/pakistan-can-must-dismantle-all.html;http://article.wn.com/view/2016/01/24/President_Barack_Obama/;http://article.wn.com/view/2016/01/24/Obama_Pakistan_Must_do_More_Against_Terror_Groups/;http://article.wn.com/view/2016/01/24/Pakistan_can_and_must_dismantle_all_terror_networks_Obama/;http://www.telegraphindia.com/1160125/jsp/nation/story_65761.jsp","Islamic Republic of Pakistan","70.0","0.0"
"77","010","USA","02","","","2016","IND","USAGOV","1968620_v1.2.0","20160213","GOV","PAK","22.0","","0","india_mint_homepage
","01","","13","PAK","http://www.livemint.com/Politics/VSnGUrz2mYp3lNbndgZgbM/Obama-administration-notifies-US-Congress-of-sale-of-F16s-t.html","Republic of India","79.0","0.0"
"78","062","USA","02","","","2016","","USAGOV","1969097_v1.2.0","20160212","GOV","PAK","","","2","reuters
","06","","12","PAK","http://feeds.reuters.com/~r/Reuters/worldNews/~3/74tpnzE-F3E/story01.htm","","","7.4"
"79","062","USA","02","","","2016","PAK","USAGOV","1969375_v1.2.0","20160213","GOV","PAK","30.0","","2","pakistan_dailymessanger;int_the_news_latest
","06","","13","PAK","http://dailymessenger.com.pk/2016/02/13/india-summons-us-ambassador-over-washington-sale-of-eight-f-16-to-pakistan/;http://feedproxy.google.com/~r/com/YEor/~3/2yj3HvJ4S38/98054-India-summons-US-envoy-over-sale-of-F-16-to-Pakistan","Islamic Republic of Pakistan","70.0","7.4"
"80","030","USA","02","","","2016","PAK","USAGOV","1969841_v1.2.0","20160213","GOV","PAK","30.0","","1","dawn_pk;dawn_pk
","03","","13","PAK","http://feedproxy.google.com/~r/dawn-news/~3/6ayO7Wp-P3A/india-summons-us-ambassador-over-sale-of-f-16s-to-pakistan;http://feedproxy.google.com/~r/dawn-news/~3/oO4Ue-9k0a4/disappointed-india-summons-us-ambassador-over-sale-of-f-16s-to-pakistan","Islamic Republic of Pakistan","70.0","4.0"
"81","173","USA","02","","","2016","","USAGOV","1969933_v1.2.0","20160213","GOV","PAK","","","4","wn_world;asianage_int;wn_world;asianage_int
","17","","13","PAK","http://article.wn.com/view/2016/02/13/Baloch_nationalists_protest_in_front_of_White_House/;http://www.asianage.com/international/demand-end-pakistani-occupation-balochistan-380;http://article.wn.com/view/2016/02/13/Baloch_Nationalists_Protest_In_Front_Of_White_House_9/;http://dc.asianage.com/international/demand-end-pakistani-occupation-balochistan-380","","","-5.0"
"82","030","USA","02","","","2016","PAK","USAGOV","1970763_v1.2.0","20160214","GOV","PAK","30.0","","1","xinhua
","03","","14","PAK","http://news.xinhuanet.com/english/2016-02/14/c_135097452.htm","Islamic Republic of Pakistan","70.0","4.0"
"83","010","USA","02","","","2016","IND","USAGOV","1971357_v1.2.0","20160213","GOV","PAK","22.0","","0","india_mint_homepage
","01","","13","PAK","http://www.livemint.com/Politics/VSnGUrz2mYp3lNbndgZgbM/Obama-administration-notifies-US-Congress-of-sale-of-F16s-t.html","Republic of India","79.0","0.0"
"84","173","USA","02","","","2016","","USAGOV","1971469_v1.2.0","20160214","GOV","PAK","","","4","wn_world
","17","","14","PAK","http://article.wn.com/view/2016/02/14/Baloch_nationalists_protest_in_front_of_White_House/","","","-5.0"
"85","042","USA","02","","Sindh","2016","PAK","USAGOV","1971499_v1.2.0","20160214","GOV","PAK","24.9056","","1","int_the_news_karachi
","04","","14","PAK","http://feedproxy.google.com/~r/TheNewsInternational-Karachi/~3/ad5hNwbMl6A/98109-Heath-all-praise-for-200-graduates-of-English-language-programme","Karachi","67.0822","1.9"
"86","062","USA","02","","","2016","PAK","USAGOV","1972058_v1.2.0","20160213","GOV","PAK","30.0","","2","pakistan_dailymessanger;int_the_news_latest
","06","","13","PAK","http://dailymessenger.com.pk/2016/02/13/india-summons-us-ambassador-over-washington-sale-of-eight-f-16-to-pakistan/;http://feedproxy.google.com/~r/com/YEor/~3/2yj3HvJ4S38/98054-India-summons-US-envoy-over-sale-of-F-16-to-Pakistan","Islamic Republic of Pakistan","70.0","7.4"
"87","010","USA","02","","Islāmābād Capital Territory","2016","PAK","USAGOV","1972202_v1.2.0","20160214","GOV","PAK","33.72148","","0","india_deccanher_news
","01","","14","PAK","http://www.deccanherald.com/content/528877/f-16-sale-pakistan-part.html","Islamabad","73.04329","0.0"
"88","030","USA","02","","","2016","PAK","USAGOV","1972472_v1.2.0","20160213","GOV","PAK","30.0","","1","dawn_pk;dawn_pk
","03","","13","PAK","http://feedproxy.google.com/~r/dawn-news/~3/6ayO7Wp-P3A/india-summons-us-ambassador-over-sale-of-f-16s-to-pakistan;http://feedproxy.google.com/~r/dawn-news/~3/oO4Ue-9k0a4/disappointed-india-summons-us-ambassador-over-sale-of-f-16s-to-pakistan","Islamic Republic of Pakistan","70.0","4.0"
"89","173","USA","02","","","2016","","USAGOV","1972572_v1.2.0","20160213","GOV","PAK","","","4","wn_world;asianage_int;wn_world;asianage_int
","17","","13","PAK","http://article.wn.com/view/2016/02/13/Baloch_nationalists_protest_in_front_of_White_House/;http://www.asianage.com/international/demand-end-pakistani-occupation-balochistan-380;http://article.wn.com/view/2016/02/13/Baloch_Nationalists_Protest_In_Front_Of_White_House_9/;http://dc.asianage.com/international/demand-end-pakistani-occupation-balochistan-380","","","-5.0"
"90","062","USA","02","","","2016","PAK","USAGOV","1972894_v1.2.0","20160214","GOV","PAK","30.0","","2","pakistan_thepioneer
","06","","14","PAK","http://thepioneer.com.pk/india-summons-us-envoy-over-sale-of-f-16-to-pakistan/","Islamic Republic of Pakistan","70.0","7.4"
"91","030","USA","02","","","2016","PAK","USAGOV","1973302_v1.2.0","20160214","GOV","PAK","30.0","","1","xinhua
","03","","14","PAK","http://news.xinhuanet.com/english/2016-02/14/c_135097452.htm","Islamic Republic of Pakistan","70.0","4.0"
"92","173","USA","02","","","2016","","USAGOV","1973751_v1.2.0","20160214","GOV","PAK","","","4","wn_world
","17","","14","PAK","http://article.wn.com/view/2016/02/14/Baloch_nationalists_protest_in_front_of_White_House/","","","-5.0"
"93","042","USA","02","","Sindh","2016","PAK","USAGOV","1974184_v1.2.0","20160214","GOV","PAK","24.9056","","1","int_the_news_karachi
","04","","14","PAK","http://feedproxy.google.com/~r/TheNewsInternational-Karachi/~3/ad5hNwbMl6A/98109-Heath-all-praise-for-200-graduates-of-English-language-programme","Karachi","67.0822","1.9"
"94","010","USA","02","","Islāmābād Capital Territory","2016","PAK","USAGOV","1974974_v1.2.0","20160214","GOV","PAK","33.72148","","0","india_deccanher_news
","01","","14","PAK","http://www.deccanherald.com/content/528877/f-16-sale-pakistan-part.html","Islamabad","73.04329","0.0"
"95","062","USA","02","","","2016","PAK","USAGOV","1975789_v1.2.0","20160214","GOV","PAK","30.0","","2","pakistan_thepioneer
","06","","14","PAK","http://thepioneer.com.pk/india-summons-us-envoy-over-sale-of-f-16-to-pakistan/","Islamic Republic of Pakistan","70.0","7.4"
"96","050","USA","02","","","2016","PAK","USAGOV","1976502_v1.2.0","20160217","GOV","PAK","30.0","","1","hindu_int
","05","","17","PAK","http://www.thehindu.com/news/international/us-seeks-congressional-nod-for-financing-f16-sale-to-pakistan/article8245564.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication","Islamic Republic of Pakistan","70.0","3.5"
"97","062","USA","02","","","2016","","USAGOV","1978697_v1.2.0","20160216","GOV","PAK","","","2","wn_world
","06","","16","PAK","http://article.wn.com/view/2016/02/16/US_lawmaker_dismayed_at_sale_of_F16_to_Pakistan/","","","7.4"
"98","020","USA","02","","","2016","PAK","USAGOV","1979417_v1.2.0","20160217","GOV","PAK","30.0","","0","hindu_int
","02","","17","PAK","http://www.thehindu.com/news/international/us-seeks-congressional-nod-for-financing-f16-sale-to-pakistan/article8245564.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication","Islamic Republic of Pakistan","70.0","3.0"
"99","050","USA","02","","","2016","PAK","USAGOV","1980196_v1.2.0","20160217","GOV","PAK","30.0","","1","hindu_int
","05","","17","PAK","http://www.thehindu.com/news/international/us-seeks-congressional-nod-for-financing-f16-sale-to-pakistan/article8245564.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication","Islamic Republic of Pakistan","70.0","3.5"
"100","062","USA","02","","","2016","","USAGOV","1980628_v1.2.0","20160216","GOV","PAK","","","2","wn_world
","06","","16","PAK","http://article.wn.com/view/2016/02/16/US_lawmaker_dismayed_at_sale_of_F16_to_Pakistan/","","","7.4"
"101","020","USA","02","","","2016","PAK","USAGOV","1983222_v1.2.0","20160217","GOV","PAK","30.0","","0","hindu_int
","02","","17","PAK","http://www.thehindu.com/news/international/us-seeks-congressional-nod-for-financing-f16-sale-to-pakistan/article8245564.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication","Islamic Republic of Pakistan","70.0","3.0"
"102","010","USA","02","","","2016","PAK","USAGOV","2011505_v1.2.0","20160226","GOV","PAK","30.0","","0","india_deccanher_news
","01","","26","PAK","http://www.deccanherald.com/content/531157/resolution-introduced-us-house-block.html","Islamic Republic of Pakistan","70.0","0.0"
"103","010","USA","02","","","2016","PAK","USAGOV","2014751_v1.2.0","20160227","GOV","PAK","30.0","","0","asianage_int;asianage_int;india_mint_homepage
","01","","27","PAK","http://www.asianage.com/international/resolution-us-house-block-f-16s-sale-pakistan-728;http://dc.asianage.com/international/resolution-us-house-block-f-16s-sale-pakistan-728;http://www.livemint.com/Politics/4QslknYEqubZVQQh9WmxrN/Resolution-introduced-in-US-House-to-block-sale-of-F16s-to.html","Islamic Republic of Pakistan","70.0","0.0"
"104","010","USA","02","","","2016","PAK","USAGOV","2014811_v1.2.0","20160226","GOV","PAK","30.0","","0","india_deccanher_news
","01","","26","PAK","http://www.deccanherald.com/content/531157/resolution-introduced-us-house-block.html","Islamic Republic of Pakistan","70.0","0.0"
"105","010","USA","02","","","2016","PAK","USAGOV","2017079_v1.2.0","20160227","GOV","PAK","30.0","","0","asianage_int;asianage_int;india_mint_homepage
","01","","27","PAK","http://www.asianage.com/international/resolution-us-house-block-f-16s-sale-pakistan-728;http://dc.asianage.com/international/resolution-us-house-block-f-16s-sale-pakistan-728;http://www.livemint.com/Politics/4QslknYEqubZVQQh9WmxrN/Resolution-introduced-in-US-House-to-block-sale-of-F16s-to.html","Islamic Republic of Pakistan","70.0","0.0"
"106","0311","USA","02","","","2016","PAK","USAGOV","2018371_v1.2.0","20160229","GOV","PAK","30.0","","1","minnstartrib_national;wn_world;sfgate_national
","03","","29","PAK","http://www.startribune.com/nation/370513441.html;http://article.wn.com/view/2016/02/29/Pakistan_says_it_needs_F16s_from_US_for_counterterror_ops_v/;http://www.sfgate.com/news/politics/article/Pakistan-says-it-needs-F-16s-from-US-for-6860667.php","Islamic Republic of Pakistan","70.0","5.2"
"107","141","USA","03","","","2016","USA","USAGOV","2018401_v1.2.0","20160301","GOV","PAK","39.03171","","4","chinapost_asia
","14","","01","PAK","http://www.chinapost.com.tw/asia/india/2016/03/01/459532/US-advancing.htm","New Delhi","-90.26122","-6.5"
"108","141","USA","02","","","2016","USA","USAGOV","2018724_v1.2.0","20160229","GOV","PAK","39.03171","","4","dawn_pk
","14","","29","PAK","http://feedproxy.google.com/~r/dawn-news/~3/hUJaYjbzQWM/us-using-ties-to-reduce-india-pakistan-tensions-kerry","New Delhi","-90.26122","-6.5"
"109","010","USA","02","","","2016","PAK","USAGOV","2018904_v1.2.0","20160229","GOV","PAK","30.0","","0","dawn_pk
","01","","29","PAK","http://feedproxy.google.com/~r/dawn-news/~3/hUJaYjbzQWM/us-using-ties-to-reduce-india-pakistan-tensions-kerry","Islamic Republic of Pakistan","70.0","0.0"
"110","0311","USA","03","","","2016","PAK","USAGOV","2019141_v1.2.0","20160301","GOV","PAK","30.0","","1","dawn_pk
","03","","01","PAK","http://feedproxy.google.com/~r/dawn-news/~3/iFVotkdDfvM/f-16s-needed-for-counterterror-ops-pakistan-tells-us","Islamic Republic of Pakistan","70.0","5.2"
"111","010","USA","03","","","2016","PAK","USAGOV","2019320_v1.2.0","20160301","GOV","PAK","30.0","","0","chinapost_asia
","01","","01","PAK","http://www.chinapost.com.tw/asia/india/2016/03/01/459532/US-advancing.htm","Islamic Republic of Pakistan","70.0","0.0"
"112","062","USA","02","","","2016","PAK","USAGOV","2020402_v1.2.0","20160229","GOV","PAK","30.0","","2","reuters
","06","","29","PAK","http://feeds.reuters.com/~r/Reuters/worldNews/~3/kmCbp-1wIh8/story01.htm","Islamic Republic of Pakistan","70.0","7.4"
"113","0311","USA","02","","","2016","PAK","USAGOV","2020799_v1.2.0","20160229","GOV","PAK","30.0","","1","minnstartrib_national;wn_world;sfgate_national
","03","","29","PAK","http://www.startribune.com/nation/370513441.html;http://article.wn.com/view/2016/02/29/Pakistan_says_it_needs_F16s_from_US_for_counterterror_ops_v/;http://www.sfgate.com/news/politics/article/Pakistan-says-it-needs-F-16s-from-US-for-6860667.php","Islamic Republic of Pakistan","70.0","5.2"
"114","141","USA","03","","","2016","USA","USAGOV","2020837_v1.2.0","20160301","GOV","PAK","39.03171","","4","chinapost_asia
","14","","01","PAK","http://www.chinapost.com.tw/asia/india/2016/03/01/459532/US-advancing.htm","New Delhi","-90.26122","-6.5"
"115","141","USA","02","","","2016","USA","USAGOV","2021253_v1.2.0","20160229","GOV","PAK","39.03171","","4","dawn_pk
","14","","29","PAK","http://feedproxy.google.com/~r/dawn-news/~3/hUJaYjbzQWM/us-using-ties-to-reduce-india-pakistan-tensions-kerry","New Delhi","-90.26122","-6.5"
"116","010","USA","02","","","2016","PAK","USAGOV","2021519_v1.2.0","20160229","GOV","PAK","30.0","","0","dawn_pk
","01","","29","PAK","http://feedproxy.google.com/~r/dawn-news/~3/hUJaYjbzQWM/us-using-ties-to-reduce-india-pakistan-tensions-kerry","Islamic Republic of Pakistan","70.0","0.0"
"117","062","USA","02","","","2016","PAK","USAGOV","2022572_v1.2.0","20160229","GOV","PAK","30.0","","2","reuters
","06","","29","PAK","http://feeds.reuters.com/~r/Reuters/worldNews/~3/kmCbp-1wIh8/story01.htm","Islamic Republic of Pakistan","70.0","7.4"
"118","010","USA","03","","","2016","PAK","USAGOV","2023410_v1.2.0","20160301","GOV","PAK","30.0","","0","chinapost_asia
","01","","01","PAK","http://www.chinapost.com.tw/asia/india/2016/03/01/459532/US-advancing.htm","Islamic Republic of Pakistan","70.0","0.0"
"119","0311","USA","03","","","2016","PAK","USAGOV","2024931_v1.2.0","20160302","GOV","PAK","30.0","","1","wn_world
","03","","02","PAK","http://article.wn.com/view/2016/03/02/Have_changed_policy_to_target_all_terror_groups_Pakistan/","Islamic Republic of Pakistan","70.0","5.2"
"120","0311","USA","03","","","2016","PAK","USAGOV","2025677_v1.2.0","20160301","GOV","PAK","30.0","","1","wn_asia;yahoo_india;yahoo_india;wn_asia
","03","","01","PAK","http://article.wn.com/view/WNAT852d2f7009572a2dc509ee5fa3b0e27a/;https://in.news.yahoo.com/f-16-jets-counter-terror-ops-pakistan-tells-032538880.html;https://in.news.yahoo.com/pakistan-us-strategic-dialogue-strengthened-ties-034203578.html;http://article.wn.com/view/2016/03/01/John_Kerry_j/","Islamic Republic of Pakistan","70.0","5.2"
"121","100","USA","03","","","2016","PAK","USAGOV","2027491_v1.2.0","20160303","GOV","PAK","30.0","","3","int_the_news_latest;pakistan_worldtribune
","10","","03","PAK","http://feedproxy.google.com/~r/com/YEor/~3/EE31dVD0F-Q/102565-India-not-terrorism-biggest-threat-Sartaj-tells-Kerry;http://worldtribunepakistan.com/2016/03/03/india-not-terrorism-biggest-threat-sartaj-tells-kerry/","Islamic Republic of Pakistan","70.0","-5.0"
"122","0311","USA","03","","","2016","PAK","USAGOV","2028349_v1.2.0","20160302","GOV","PAK","30.0","","1","wn_world
","03","","02","PAK","http://article.wn.com/view/2016/03/02/Have_changed_policy_to_target_all_terror_groups_Pakistan/","Islamic Republic of Pakistan","70.0","5.2"
"123","100","USA","03","","","2016","PAK","USAGOV","2030867_v1.2.0","20160303","GOV","PAK","30.0","","3","int_the_news_latest;pakistan_worldtribune
","10","","03","PAK","http://feedproxy.google.com/~r/com/YEor/~3/EE31dVD0F-Q/102565-India-not-terrorism-biggest-threat-Sartaj-tells-Kerry;http://worldtribunepakistan.com/2016/03/03/india-not-terrorism-biggest-threat-sartaj-tells-kerry/","Islamic Republic of Pakistan","70.0","-5.0"
"124","010","USA","01","","","2016","PAK","USAGOV","1833864_v0.2.0","20160106","GOV","PAK","30.0","","0","dawn_pk
","01","","06","PAK","http://feedproxy.google.com/~r/dawn-news/~3/dXR5RrB0G1E/us-urges-pakistan-india-to-stay-the-course","Islamic Republic of Pakistan","70.0","0.0"
"125","010","USA","01","","","2016","PAK","USAGOV","1837485_v0.2.0","20160106","GOV","PAK","30.0","","0","dawn_pk
","01","","06","PAK","http://feedproxy.google.com/~r/dawn-news/~3/dXR5RrB0G1E/us-urges-pakistan-india-to-stay-the-course","Islamic Republic of Pakistan","70.0","0.0"
"126","010","USA","01","","State of Punjab","2016","IND","USAGOV","1837557_v0.2.0","20160107","GOV","PAK","32.27306","","0","wn_asia
","01","","07","PAK","http://article.wn.com/view/2016/01/07/Top_elected_proIndia_Kashmiri_leader_dies_at_age_79_t/","Pathankot","75.65256","0.0"
"127","010","USA","01","","State of Punjab","2016","IND","USAGOV","1840941_v0.2.0","20160107","GOV","PAK","32.27306","","0","wn_asia
","01","","07","PAK","http://article.wn.com/view/2016/01/07/Top_elected_proIndia_Kashmiri_leader_dies_at_age_79_t/","Pathankot","75.65256","0.0"
"128","013","USA","01","","","2016","IND","USAGOV","1841931_v0.2.0","20160109","GOV","PAK","32.27306","","0","int_the_news_latest
","01","","09","PAK","http://feedproxy.google.com/~r/com/YEor/~3/vKS7lofgNzM/89113-Terrorists-trying-to-sabotage-Pak-India-talks-John-Kerry","Pathankot","75.65256","0.4"
"129","111","USA","01","","","2016","IND","USAGOV","1842275_v0.2.0","20160109","GOV","PAK","19.07283","","3","asianage_int;hindu_int;india_mint_homepage;india_deccanher_int
","11","","09","PAK","http://www.asianage.com/international/act-fast-against-pathankot-terror-attack-perpetrators-us-pakistan-235;http://www.thehindu.com/news/international/us-wants-pakistan-to-act-fast-against-pathankot-attack-perpetrators/article8085437.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication;http://www.livemint.com/Politics/qvTrea4WP5eqbV4KDBWtJP/US-wants-Pakistan-to-act-fast-against-Pathankot-attack-perpe.html;http://www.deccanherald.com/content/522128/us-wants-pak-act-fast.html","Mumbai","72.88261","-2.0"
"130","111","USA","01","","","2016","IND","USAGOV","1844780_v0.2.0","20160109","GOV","PAK","19.07283","","3","asianage_int;hindu_int;india_mint_homepage;india_deccanher_int
","11","","09","PAK","http://www.asianage.com/international/act-fast-against-pathankot-terror-attack-perpetrators-us-pakistan-235;http://www.thehindu.com/news/international/us-wants-pakistan-to-act-fast-against-pathankot-attack-perpetrators/article8085437.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication;http://www.livemint.com/Politics/qvTrea4WP5eqbV4KDBWtJP/US-wants-Pakistan-to-act-fast-against-Pathankot-attack-perpe.html;http://www.deccanherald.com/content/522128/us-wants-pak-act-fast.html","Mumbai","72.88261","-2.0"
"131","013","USA","01","","","2016","IND","USAGOV","1845556_v0.2.0","20160109","GOV","PAK","32.27306","","0","int_the_news_latest
","01","","09","PAK","http://feedproxy.google.com/~r/com/YEor/~3/vKS7lofgNzM/89113-Terrorists-trying-to-sabotage-Pak-India-talks-John-Kerry","Pathankot","75.65256","0.4"
"132","036","USA","01","","Islāmābād Capital Territory","2016","PAK","USAGOV","1846628_v0.2.0","20160111","GOV","PAK","33.72148","","1","nytasiapacific;nyt
","03","","11","PAK","http://rss.nytimes.com/c/34625/f/640310/s/4ccaf616/sc/13/l/0L0Snytimes0N0C20A160C0A10C120Cworld0Casia0Cdiplomats0Emeet0Ein0Epakistan0Ein0Eeffort0Eto0Erestart0Epeace0Etalks0Ewith0Etaliban0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm;http://rss.nytimes.com/c/34625/f/642565/s/4ccb00ed/sc/13/l/0L0Snytimes0N0C20A160C0A10C120Cworld0Casia0Cdiplomats0Emeet0Ein0Epakistan0Ein0Eeffort0Eto0Erestart0Epeace0Etalks0Ewith0Etaliban0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm","Islamabad","73.04329","4.0"
"133","036","USA","01","","Islāmābād Capital Territory","2016","PAK","USAGOV","1849445_v0.2.0","20160111","GOV","PAK","33.72148","","1","nytasiapacific;nyt
","03","","11","PAK","http://rss.nytimes.com/c/34625/f/640310/s/4ccaf616/sc/13/l/0L0Snytimes0N0C20A160C0A10C120Cworld0Casia0Cdiplomats0Emeet0Ein0Epakistan0Ein0Eeffort0Eto0Erestart0Epeace0Etalks0Ewith0Etaliban0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm;http://rss.nytimes.com/c/34625/f/642565/s/4ccb00ed/sc/13/l/0L0Snytimes0N0C20A160C0A10C120Cworld0Casia0Cdiplomats0Emeet0Ein0Epakistan0Ein0Eeffort0Eto0Erestart0Epeace0Etalks0Ewith0Etaliban0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm","Islamabad","73.04329","4.0"
"134","061","USA","01","","","2016","PAK","USAGOV","1851718_v0.2.0","20160112","GOV","PAK","30.0","","2","yahoo_india;asianage_int;dawn_pk;asianage_int;dawn_pk
","06","","12","PAK","https://in.news.yahoo.com/us-congress-haults-sale-f-16-fighter-jets-062253081.html;http://www.asianage.com/international/us-congress-halts-sale-f-16-fighter-jets-pakistan-177;http://feedproxy.google.com/~r/dawn-news/~3/1vDmvfxhi2M/f-16-sale-delayed-in-us-congress;http://dc.asianage.com/international/us-congress-halts-sale-f-16-fighter-jets-pakistan-177;http://feedproxy.google.com/~r/dawn-news/~3/M6U0Gn8U5Go/us-congress-stalls-f-16-sale-to-pakistan","Islamic Republic of Pakistan","70.0","6.4"
"135","010","USA","01","","","2016","USA","USAGOV","1855095_v0.2.0","20160113","GOV","PAK","39.76","","0","wn_world;pakistan_frontierpost
","01","","13","PAK","http://article.wn.com/view/2016/01/13/Obama_condemned_for_not_properly_dealing_with_Isis/;http://www.thefrontierpost.com/article/368160//","United States","-98.5","0.0"
"136","061","USA","01","","","2016","PAK","USAGOV","1855416_v0.2.0","20160112","GOV","PAK","30.0","","2","yahoo_india;asianage_int;dawn_pk;asianage_int;dawn_pk
","06","","12","PAK","https://in.news.yahoo.com/us-congress-haults-sale-f-16-fighter-jets-062253081.html;http://www.asianage.com/international/us-congress-halts-sale-f-16-fighter-jets-pakistan-177;http://feedproxy.google.com/~r/dawn-news/~3/1vDmvfxhi2M/f-16-sale-delayed-in-us-congress;http://dc.asianage.com/international/us-congress-halts-sale-f-16-fighter-jets-pakistan-177;http://feedproxy.google.com/~r/dawn-news/~3/M6U0Gn8U5Go/us-congress-stalls-f-16-sale-to-pakistan","Islamic Republic of Pakistan","70.0","6.4"
"137","010","USA","01","","","2016","USA","USAGOV","1858813_v0.2.0","20160113","GOV","PAK","39.76","","0","wn_world;pakistan_frontierpost
","01","","13","PAK","http://article.wn.com/view/2016/01/13/Obama_condemned_for_not_properly_dealing_with_Isis/;http://www.thefrontierpost.com/article/368160//","United States","-98.5","0.0"
"138","010","USA","01","","","2016","PAK","USAGOV","1860606_v0.2.0","20160115","GOV","PAK","30.0","","0","dawn_pk
","01","","15","PAK","http://feedproxy.google.com/~r/dawn-news/~3/B8KguHU7rI0/obamas-statement-on-pakistan-not-ground-reality-aziz","Islamic Republic of Pakistan","70.0","0.0"
"139","010","USA","01","","","2016","PAK","USAGOV","1863459_v0.2.0","20160115","GOV","PAK","30.0","","0","dawn_pk
","01","","15","PAK","http://feedproxy.google.com/~r/dawn-news/~3/B8KguHU7rI0/obamas-statement-on-pakistan-not-ground-reality-aziz","Islamic Republic of Pakistan","70.0","0.0"
"140","010","USA","01","","","2016","PAK","USAGOV","1871234_v0.2.0","20160119","GOV","PAK","30.0","","0","asianage_int
","01","","19","PAK","http://www.asianage.com/international/us-set-supply-8-f-16s-pakistan-022","Islamic Republic of Pakistan","70.0","0.0"
"141","010","USA","01","","","2016","PAK","USAGOV","1874186_v0.2.0","20160119","GOV","PAK","30.0","","0","asianage_int
","01","","19","PAK","http://www.asianage.com/international/us-set-supply-8-f-16s-pakistan-022","Islamic Republic of Pakistan","70.0","0.0"
"142","111","USA","01","","","2016","","USAGOV","1874267_v0.2.0","20160120","GOV","PAK","","","3","wn_world
","11","","20","PAK","http://article.wn.com/view/2016/01/20/Attacks_in_Afghanistan_and_Pakistan_underscore_threat_to_reg/","","","-2.0"
"143","111","USA","01","","","2016","","USAGOV","1877387_v0.2.0","20160120","GOV","PAK","","","3","wn_world
","11","","20","PAK","http://article.wn.com/view/2016/01/20/Attacks_in_Afghanistan_and_Pakistan_underscore_threat_to_reg/","","","-2.0"
"144","111","USA","01","","","2016","PAK","USAGOV","1877408_v0.2.0","20160121","GOV","PAK","30.0","","3","int_the_news_latest
","11","","21","PAK","http://feedproxy.google.com/~r/com/YEor/~3/OANWq6irOiE/92719-Terrorists-targeting-Pakistans-future-generations-US","Islamic Republic of Pakistan","70.0","-2.0"
